,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
2286,22,48000,RENT,1.0,MEDICAL,B,13000,9.99,0,0.27,N,2
21700,29,50000,MORTGAGE,0.0,PERSONAL,B,3575,11.49,0,0.07,N,7
22883,27,59004,OWN,8.0,MEDICAL,B,24250,11.49,0,0.41,N,9
19270,29,28080,RENT,1.0,MEDICAL,B,2500,10.99,0,0.09,N,8
11547,21,65000,RENT,5.0,VENTURE,C,10000,13.47,0,0.15,Y,3
24327,27,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.9,0,0.14,N,7
1777,22,19728,RENT,5.0,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,N,2
9746,24,29004,RENT,5.0,MEDICAL,B,8725,12.18,0,0.3,N,2
4188,23,40000,MORTGAGE,6.0,PERSONAL,B,7200,11.11,0,0.18,N,2
9935,23,51000,RENT,2.0,EDUCATION,B,9000,10.99,0,0.18,N,2
19139,30,31200,RENT,7.0,MEDICAL,D,2400,16.49,0,0.08,Y,6
7664,26,34000,RENT,10.0,DEBTCONSOLIDATION,D,6925,15.99,1,0.2,N,3
26224,30,98700,MORTGAGE,12.0,EDUCATION,B,6000,,0,0.06,N,6
17098,23,95004,RENT,2.0,PERSONAL,A,5000,9.63,0,0.05,N,4
21777,27,59578,RENT,11.0,HOMEIMPROVEMENT,D,6000,14.59,0,0.1,Y,7
13479,21,18000,RENT,3.0,EDUCATION,A,2500,7.88,0,0.14,N,2
7110,26,63000,RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2
12010,24,71000,RENT,8.0,VENTURE,B,11200,11.36,0,0.16,N,3
15397,24,65000,RENT,8.0,MEDICAL,B,15000,9.88,0,0.23,N,2
31064,44,62400,RENT,,HOMEIMPROVEMENT,E,10000,16.82,1,0.16,N,15
31107,46,76800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000,15.96,0,0.17,Y,13
14633,25,110000,MORTGAGE,,VENTURE,B,7000,9.88,0,0.06,N,2
1266,23,45000,RENT,7.0,MEDICAL,E,16000,16.45,1,0.36,Y,4
5112,26,57240,RENT,3.0,VENTURE,A,9000,7.51,0,0.16,N,3
415,21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2
11442,23,62000,RENT,0.0,MEDICAL,C,10000,14.27,0,0.16,N,3
11086,24,72000,MORTGAGE,4.0,VENTURE,A,17000,,0,0.24,N,4
29013,27,180000,MORTGAGE,2.0,PERSONAL,C,8000,13.23,0,0.04,N,9
31406,42,13200,RENT,4.0,DEBTCONSOLIDATION,C,2500,,1,0.19,Y,14
21774,32,50000,MORTGAGE,0.0,EDUCATION,A,5400,7.14,0,0.11,N,9
9725,26,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5000,6.62,0,0.08,N,2
16185,23,89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,Y,3
20983,30,45000,RENT,11.0,MEDICAL,C,5000,12.73,1,0.11,Y,8
2173,24,12600,RENT,2.0,VENTURE,C,2500,13.11,1,0.2,Y,2
1483,25,43200,RENT,,VENTURE,B,1200,9.91,0,0.03,N,4
23725,28,62000,RENT,3.0,DEBTCONSOLIDATION,C,9300,11.72,0,0.15,Y,5
23495,27,49600,RENT,2.0,EDUCATION,D,8400,,1,0.17,N,5
26606,31,96000,MORTGAGE,7.0,VENTURE,C,25000,,1,0.26,N,5
20867,28,54989,RENT,1.0,HOMEIMPROVEMENT,B,9000,,1,0.16,N,8
6,26,77100,RENT,8.0,EDUCATION,B,35000,12.42,1,0.45,N,3
18176,30,150000,RENT,5.0,DEBTCONSOLIDATION,C,25000,12.53,0,0.17,N,6
18136,30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,N,7
23962,28,30000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.32,1,0.33,N,7
9404,22,62000,MORTGAGE,6.0,EDUCATION,A,15075,6.03,0,0.24,N,2
18757,30,26000,OWN,4.0,PERSONAL,B,1200,10.99,0,0.05,N,6
22392,28,55000,OWN,0.0,DEBTCONSOLIDATION,D,6700,16.77,0,0.12,Y,7
20154,30,33280,RENT,1.0,MEDICAL,C,4000,13.79,0,0.12,N,9
7967,21,55000,MORTGAGE,5.0,EDUCATION,C,10000,14.72,0,0.18,N,2
15446,22,135000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10800,8.0,0,0.08,N,4
16891,22,91234,MORTGAGE,6.0,MEDICAL,B,12000,11.83,0,0.13,N,2
19029,32,30000,MORTGAGE,0.0,VENTURE,A,9000,5.42,0,0.3,N,9
27617,27,150792,MORTGAGE,11.0,PERSONAL,B,6000,11.71,0,0.04,N,9
32261,37,46680,MORTGAGE,6.0,VENTURE,D,8000,15.21,0,0.17,N,15
25099,31,80000,OWN,13.0,MEDICAL,A,12000,5.79,0,0.15,N,10
9467,22,86004,RENT,6.0,EDUCATION,C,8000,13.92,0,0.09,Y,2
7739,26,54600,MORTGAGE,10.0,PERSONAL,B,4800,,0,0.09,N,2
10942,24,70000,MORTGAGE,1.0,EDUCATION,B,9000,11.83,0,0.13,N,3
24882,27,120000,RENT,2.0,DEBTCONSOLIDATION,B,11050,12.69,0,0.09,N,7
9199,24,60000,MORTGAGE,7.0,PERSONAL,A,10000,9.63,0,0.17,N,2
20399,29,52000,RENT,11.0,PERSONAL,B,4500,9.91,0,0.09,N,10
8248,23,38000,RENT,0.0,MEDICAL,A,7500,7.88,0,0.2,N,4
12392,22,80070,MORTGAGE,6.0,EDUCATION,B,27525,10.74,0,0.34,N,3
26936,28,48500,RENT,0.0,MEDICAL,C,15000,12.99,1,0.31,Y,7
16479,25,21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,Y,3
16193,22,75000,MORTGAGE,6.0,VENTURE,D,25000,14.96,0,0.33,Y,3
9029,25,60000,OWN,9.0,MEDICAL,A,4000,6.39,0,0.07,N,4
7887,24,45000,RENT,5.0,VENTURE,A,7000,5.42,0,0.16,N,4
22570,33,56000,MORTGAGE,13.0,MEDICAL,A,12000,6.62,0,0.21,N,6
25806,27,90000,MORTGAGE,11.0,PERSONAL,A,10000,8.94,0,0.11,N,7
16637,23,19250,RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,1,0.32,N,2
7064,25,50000,RENT,2.0,MEDICAL,E,7000,15.57,1,0.14,N,3
23456,30,32000,RENT,3.0,HOMEIMPROVEMENT,C,8400,13.98,1,0.26,N,9
11156,25,44000,RENT,2.0,MEDICAL,D,10000,15.65,1,0.23,Y,4
8180,26,56000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,0,0.11,N,4
15712,26,17500,OWN,10.0,PERSONAL,A,5500,,1,0.31,N,2
25366,32,84000,MORTGAGE,15.0,MEDICAL,A,15000,6.91,0,0.18,N,7
13114,25,96000,RENT,1.0,HOMEIMPROVEMENT,B,12000,9.99,0,0.13,N,4
18905,32,21360,RENT,1.0,VENTURE,C,1800,12.99,0,0.08,N,8
28040,27,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.3,N,5
21002,32,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2100,6.99,0,0.05,N,10
12417,23,80796,MORTGAGE,7.0,MEDICAL,A,5000,,0,0.06,N,3
6581,23,49000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.9,0,0.12,N,3
3050,21,12000,RENT,2.0,HOMEIMPROVEMENT,B,3250,9.99,1,0.27,N,2
1156,26,95000,RENT,10.0,EDUCATION,B,17000,11.49,0,0.18,N,3
31070,41,70000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.88,0,0.14,N,13
28657,27,48000,RENT,0.0,DEBTCONSOLIDATION,B,10000,10.62,0,0.21,N,7
23800,30,41000,RENT,7.0,VENTURE,A,9600,,0,0.23,N,9
9780,23,27600,RENT,3.0,VENTURE,C,9000,13.98,1,0.33,Y,3
24007,27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10
15867,24,205000,MORTGAGE,2.0,MEDICAL,B,11000,10.99,0,0.05,N,4
27067,27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.08,N,6
2069,24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,1,0.17,Y,2
25204,30,42886,RENT,3.0,PERSONAL,B,12000,10.59,0,0.28,N,10
1824,21,30000,RENT,5.0,EDUCATION,C,2000,13.43,0,0.07,N,4
9494,25,95000,RENT,8.0,PERSONAL,B,8000,10.99,0,0.08,N,3
27258,29,130000,MORTGAGE,5.0,EDUCATION,A,24800,7.49,0,0.19,N,10
27381,28,135996,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,N,6
17347,24,65000,RENT,5.0,MEDICAL,A,12000,8.9,0,0.18,N,3
13842,23,96260,MORTGAGE,,EDUCATION,D,25200,15.65,0,0.26,N,2
20650,31,28800,RENT,1.0,VENTURE,B,5000,9.25,0,0.17,N,7
30787,49,50000,RENT,4.0,DEBTCONSOLIDATION,B,9200,,0,0.18,N,16
6467,23,50000,MORTGAGE,7.0,EDUCATION,A,3000,6.03,0,0.06,N,4
22996,27,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,10
14671,22,110500,MORTGAGE,1.0,MEDICAL,B,12250,11.26,0,0.11,N,4
7247,22,28000,RENT,0.0,EDUCATION,C,6975,12.29,0,0.25,N,4
9698,24,100000,RENT,8.0,MEDICAL,C,8400,13.06,0,0.08,N,4
25675,28,89602,MORTGAGE,4.0,VENTURE,A,4800,5.42,0,0.05,N,8
852,26,130000,RENT,10.0,DEBTCONSOLIDATION,C,20000,13.11,0,0.15,Y,4
22518,35,50000,RENT,6.0,VENTURE,B,7200,11.99,0,0.14,N,9
6852,22,50000,MORTGAGE,7.0,EDUCATION,B,4000,10.95,0,0.08,N,4
26867,29,115000,MORTGAGE,11.0,EDUCATION,C,20000,13.79,0,0.17,Y,6
17971,31,219996,MORTGAGE,3.0,MEDICAL,A,20000,6.54,0,0.09,N,5
17188,24,51500,RENT,6.0,DEBTCONSOLIDATION,B,20000,12.21,1,0.39,N,4
19698,28,35004,OWN,7.0,EDUCATION,B,4000,11.49,0,0.11,N,10
18665,31,25000,OWN,3.0,MEDICAL,C,3500,13.49,0,0.14,N,9
23088,28,50004,RENT,9.0,HOMEIMPROVEMENT,C,8000,15.23,0,0.16,Y,9
2014,22,40000,RENT,6.0,EDUCATION,B,14000,,1,0.35,N,4
17884,32,307000,OWN,10.0,VENTURE,C,11000,14.26,0,0.04,Y,10
19269,27,31416,OWN,0.0,VENTURE,B,8000,11.12,0,0.25,N,5
24748,28,79200,RENT,6.0,MEDICAL,A,10000,7.66,0,0.13,N,10
22962,28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,20000,7.9,0,0.33,N,7
30370,39,53000,RENT,15.0,EDUCATION,A,6500,7.29,0,0.12,N,17
23322,27,61500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.1,N,7
30601,43,60000,MORTGAGE,3.0,VENTURE,B,18000,10.99,0,0.3,N,11
15421,24,135000,MORTGAGE,8.0,VENTURE,A,5225,7.49,0,0.04,N,3
22439,35,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200,5.79,0,0.06,N,10
31794,41,144000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000,10.08,0,0.17,N,11
1690,21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0,0.04,N,3
8849,23,60000,MORTGAGE,7.0,PERSONAL,C,2000,15.23,0,0.03,Y,2
24993,35,79500,MORTGAGE,5.0,PERSONAL,D,9600,14.61,0,0.12,Y,5
14196,22,30000,OWN,3.0,MEDICAL,B,7200,10.99,0,0.24,N,2
30443,43,45000,RENT,5.0,EDUCATION,A,7000,5.42,0,0.16,N,12
3604,22,93000,RENT,1.0,HOMEIMPROVEMENT,D,3600,16.77,1,0.04,Y,3
14885,25,118450,MORTGAGE,,DEBTCONSOLIDATION,B,15000,10.37,0,0.13,N,4
1518,24,27360,MORTGAGE,5.0,PERSONAL,A,8000,7.29,0,0.29,N,3
4363,26,21000,RENT,0.0,VENTURE,A,4800,7.75,0,0.23,N,4
12460,26,81600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7200,11.99,0,0.09,N,3
24249,27,35000,RENT,3.0,PERSONAL,A,4200,,0,0.12,N,5
11307,26,55000,RENT,7.0,MEDICAL,A,10000,8.59,0,0.18,N,3
22475,29,55000,OWN,4.0,VENTURE,B,10000,11.36,0,0.18,N,8
24587,29,75000,OWN,5.0,VENTURE,B,6000,12.69,0,0.08,N,7
11171,22,50000,RENT,4.0,MEDICAL,A,10000,6.17,0,0.2,N,2
25451,35,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,21000,7.49,0,0.25,N,9
590,21,36000,RENT,5.0,MEDICAL,D,20000,,1,0.56,Y,2
23551,27,65000,RENT,5.0,MEDICAL,B,8750,9.63,0,0.13,N,5
31712,43,125000,MORTGAGE,,HOMEIMPROVEMENT,A,8800,7.88,0,0.07,N,13
30903,37,70000,MORTGAGE,2.0,VENTURE,B,30000,10.65,0,0.43,N,14
24914,30,78000,MORTGAGE,2.0,EDUCATION,B,10800,10.36,0,0.14,N,9
2971,21,18000,RENT,1.0,PERSONAL,A,3200,8.49,1,0.18,N,3
30942,36,46000,RENT,2.0,DEBTCONSOLIDATION,C,10000,12.53,0,0.22,N,14
25664,27,77000,MORTGAGE,0.0,EDUCATION,E,15000,17.74,1,0.19,Y,6
26955,28,120000,OWN,7.0,VENTURE,B,5000,10.65,0,0.04,N,6
2329,23,30000,RENT,7.0,MEDICAL,B,2500,9.88,0,0.08,N,2
29398,44,36000,RENT,0.0,PERSONAL,B,16000,11.49,1,0.44,N,13
27875,29,480000,MORTGAGE,6.0,MEDICAL,A,6500,5.42,0,0.01,N,6
32267,37,32000,RENT,4.0,MEDICAL,C,10000,13.79,1,0.31,N,14
14278,23,78000,RENT,6.0,VENTURE,C,14400,14.27,0,0.18,Y,4
31573,40,108000,OWN,,PERSONAL,A,3500,,0,0.03,N,15
13621,24,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,2
26960,34,25800,OWN,18.0,EDUCATION,A,10000,8.94,0,0.39,N,9
27661,27,159600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,,0,0.16,N,8
10681,26,38000,RENT,10.0,VENTURE,B,10000,,0,0.26,N,3
26706,28,110000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,4800,7.51,0,0.04,N,9
5750,26,25300,RENT,2.0,HOMEIMPROVEMENT,D,5400,16.02,1,0.21,Y,2
31967,38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,16
1584,24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
13491,25,37560,RENT,2.0,DEBTCONSOLIDATION,F,12500,18.62,1,0.33,N,3
8048,21,45000,RENT,3.0,PERSONAL,A,7200,9.38,0,0.16,N,4
27174,29,125000,MORTGAGE,12.0,PERSONAL,B,25000,10.62,0,0.2,N,8
2894,23,72000,RENT,7.0,PERSONAL,A,3000,7.43,0,0.04,N,2
2736,22,52000,RENT,3.0,PERSONAL,C,12000,13.57,0,0.23,Y,2
6252,23,48000,OWN,6.0,EDUCATION,B,5000,10.08,0,0.1,N,4
14871,26,40000,RENT,0.0,VENTURE,C,1800,13.23,0,0.04,Y,3
20636,28,32400,RENT,3.0,MEDICAL,D,4900,14.12,1,0.15,N,7
14338,26,105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,11.99,0,0.11,N,2
32509,56,95004,MORTGAGE,6.0,PERSONAL,B,12000,11.58,0,0.13,N,20
11293,23,55000,RENT,4.0,EDUCATION,B,10000,10.37,0,0.18,N,4
23789,30,65004,MORTGAGE,6.0,PERSONAL,A,7100,8.0,0,0.11,N,10
12414,24,42000,RENT,0.0,VENTURE,A,12000,7.66,0,0.29,N,4
29021,27,56253,RENT,11.0,HOMEIMPROVEMENT,B,10000,11.36,0,0.18,N,10
5612,23,80000,RENT,6.0,PERSONAL,A,5000,5.42,0,0.06,N,2
27795,29,220000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,8500,10.37,0,0.04,N,5
27088,33,12000,RENT,0.0,MEDICAL,B,1500,11.83,0,0.13,N,6
25534,31,80000,RENT,15.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.15,N,5
24541,28,54000,RENT,2.0,EDUCATION,D,10000,16.49,1,0.19,Y,7
6218,23,28284,RENT,8.0,VENTURE,A,6000,7.66,0,0.21,N,4
4126,23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4
4073,25,80000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,N,3
11827,25,70000,MORTGAGE,4.0,PERSONAL,C,15000,13.16,1,0.21,Y,3
21015,30,39000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,3000,13.99,1,0.08,Y,10
14017,21,70000,RENT,5.0,PERSONAL,A,14000,6.99,0,0.2,N,3
21474,35,20000,RENT,4.0,EDUCATION,D,6000,15.99,0,0.3,N,5
19929,34,37000,OWN,17.0,EDUCATION,A,5000,7.9,0,0.14,N,10
28089,34,28000,OWN,1.0,HOMEIMPROVEMENT,B,3000,9.99,0,0.11,N,5
20591,30,120000,RENT,3.0,HOMEIMPROVEMENT,E,10000,17.04,0,0.08,N,5
7683,21,27600,RENT,5.0,EDUCATION,A,7000,5.99,0,0.25,N,2
24248,28,33600,RENT,12.0,EDUCATION,B,4200,10.0,0,0.13,N,5
17728,25,49000,MORTGAGE,9.0,PERSONAL,A,7000,6.99,0,0.14,N,3
25737,34,90000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9900,5.99,0,0.11,N,5
11969,22,40000,RENT,2.0,VENTURE,A,11200,7.88,0,0.28,N,2
30937,39,45500,RENT,4.0,PERSONAL,D,10000,16.29,0,0.22,N,15
22595,29,56000,MORTGAGE,0.0,VENTURE,C,6000,13.23,0,0.11,Y,7
31771,37,140000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.1,N,12
11166,23,72000,MORTGAGE,0.0,PERSONAL,B,5000,11.86,0,0.07,N,2
10737,23,70000,MORTGAGE,7.0,EDUCATION,B,16000,,0,0.23,N,4
6237,22,48000,MORTGAGE,6.0,EDUCATION,A,9925,9.63,0,0.21,N,2
3257,23,94000,RENT,7.0,MEDICAL,B,3500,11.49,0,0.04,N,3
15269,26,127992,MORTGAGE,10.0,MEDICAL,C,26000,13.99,0,0.2,Y,3
23127,34,60000,MORTGAGE,6.0,MEDICAL,C,2500,14.72,0,0.04,N,5
26772,27,40000,RENT,0.0,MEDICAL,A,15000,6.91,1,0.38,N,10
5635,25,76000,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.19,1,0.07,Y,3
1874,22,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.49,1,0.33,N,2
9279,24,60500,MORTGAGE,8.0,EDUCATION,A,6000,7.68,0,0.1,N,4
1570,24,32304,RENT,8.0,MEDICAL,B,1500,9.91,1,0.05,N,3
25784,34,90000,MORTGAGE,5.0,PERSONAL,B,24250,10.62,0,0.27,N,7
10342,26,67000,MORTGAGE,1.0,VENTURE,A,29000,7.51,0,0.43,N,2
5339,22,40000,RENT,1.0,PERSONAL,C,8500,14.35,0,0.21,Y,2
15894,26,238000,MORTGAGE,2.0,EDUCATION,B,25000,9.25,1,0.11,N,4
3293,23,30000,RENT,4.0,PERSONAL,C,3600,14.17,0,0.12,N,3
3968,21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3
4061,25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,,0,0.18,N,2
27029,27,120000,MORTGAGE,4.0,VENTURE,A,8400,7.14,0,0.07,N,8
11781,25,84000,RENT,5.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.12,N,2
11880,23,65400,RENT,1.0,DEBTCONSOLIDATION,C,10075,13.98,0,0.15,Y,2
20527,34,57000,RENT,7.0,DEBTCONSOLIDATION,C,4800,,1,0.08,Y,10
9842,23,65000,OWN,6.0,PERSONAL,B,6000,10.65,0,0.09,N,2
29863,38,42000,RENT,2.0,MEDICAL,A,4500,6.62,0,0.11,N,11
14602,23,110000,MORTGAGE,8.0,VENTURE,C,7500,13.72,0,0.07,N,4
14823,24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0,0.03,N,2
6691,22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,5.79,0,0.26,N,2
4230,22,40000,MORTGAGE,6.0,VENTURE,B,4000,10.36,0,0.1,N,4
10135,23,65000,MORTGAGE,1.0,EDUCATION,E,15000,14.5,0,0.23,N,4
14833,22,116000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.25,0,0.1,N,4
9547,24,62400,MORTGAGE,3.0,EDUCATION,A,9500,6.54,0,0.15,N,2
30650,43,22800,RENT,0.0,MEDICAL,B,5075,10.59,0,0.22,N,12
30252,47,50000,MORTGAGE,3.0,EDUCATION,C,4000,,0,0.08,Y,12
6622,24,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,10.0,0,0.1,N,4
21920,28,44340,MORTGAGE,,PERSONAL,A,2600,7.14,1,0.06,N,6
14796,25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0,0.17,Y,2
10537,23,68400,MORTGAGE,,VENTURE,B,1800,8.88,0,0.03,N,4
16123,23,30000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.86,0,0.17,N,4
18893,27,28560,MORTGAGE,7.0,PERSONAL,A,2400,6.39,0,0.08,N,8
10933,22,50000,RENT,7.0,MEDICAL,B,4250,12.69,0,0.09,N,4
31814,38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,15
27443,32,140000,MORTGAGE,9.0,EDUCATION,A,11000,5.42,0,0.08,N,8
31222,38,81000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0,0.12,Y,16
29726,46,60000,RENT,12.0,DEBTCONSOLIDATION,B,11000,9.91,0,0.18,N,13
31462,38,96000,MORTGAGE,0.0,PERSONAL,C,1500,14.26,0,0.02,N,14
14783,23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,N,4
21048,34,52000,RENT,2.0,VENTURE,C,5000,13.99,0,0.1,Y,8
28214,32,56000,MORTGAGE,5.0,VENTURE,A,10000,7.14,0,0.18,N,6
8366,23,60000,RENT,4.0,PERSONAL,A,7500,7.66,0,0.13,N,2
21694,30,48000,RENT,0.0,EDUCATION,A,6000,7.88,0,0.13,N,10
5004,24,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6250,7.14,1,0.17,N,4
3374,22,36000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.14,N,2
5566,22,71000,RENT,5.0,MEDICAL,B,5000,,0,0.07,N,3
7262,24,58650,RENT,6.0,MEDICAL,D,6300,14.91,1,0.09,Y,2
4051,22,63000,RENT,6.0,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,N,2
2373,25,45000,RENT,5.0,MEDICAL,B,2500,12.69,0,0.06,N,4
10064,22,45000,RENT,6.0,MEDICAL,C,9425,13.49,0,0.21,Y,2
1967,24,15000,RENT,0.0,EDUCATION,C,2100,13.11,0,0.14,Y,4
16628,25,34000,MORTGAGE,9.0,MEDICAL,A,2000,7.66,1,0.06,N,4
1328,22,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0.15,N,2
22798,30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9000,13.23,0,0.16,N,6
16978,22,29570,RENT,6.0,MEDICAL,D,8000,14.42,1,0.27,N,3
28315,29,74360,OWN,7.0,EDUCATION,A,8725,5.99,0,0.12,N,5
686,26,58000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.25,1,0.34,N,2
25145,28,80000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,12.18,0,0.15,N,5
21383,33,48000,OWN,5.0,VENTURE,B,14400,12.42,0,0.3,N,10
21827,31,24000,RENT,0.0,MEDICAL,A,7000,7.51,0,0.29,N,7
15652,24,90000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.17,N,2
5760,25,46144,MORTGAGE,9.0,EDUCATION,A,1500,7.49,0,0.03,N,2
24930,33,78000,MORTGAGE,3.0,MEDICAL,B,20000,12.18,0,0.26,N,8
13956,26,60000,RENT,2.0,MEDICAL,B,14000,12.69,0,0.23,N,4
23966,28,68000,MORTGAGE,12.0,VENTURE,C,3250,13.23,0,0.05,N,7
11708,23,75000,RENT,0.0,PERSONAL,C,10000,13.47,0,0.13,N,4
11735,22,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,2
12117,24,62500,RENT,5.0,EDUCATION,A,11500,5.79,0,0.18,N,3
8524,25,58000,MORTGAGE,5.0,EDUCATION,A,3150,6.17,0,0.05,N,4
2378,26,46000,RENT,10.0,DEBTCONSOLIDATION,A,2500,8.49,0,0.05,N,4
13759,25,57840,RENT,5.0,MEDICAL,B,13600,9.99,0,0.24,N,2
25203,30,42600,RENT,13.0,VENTURE,B,12000,11.71,0,0.28,N,8
679,22,20400,OWN,0.0,DEBTCONSOLIDATION,D,3800,,0,0.19,Y,3
27270,35,54000,RENT,1.0,VENTURE,E,15000,15.88,1,0.28,Y,8
11736,22,80000,RENT,6.0,PERSONAL,A,10000,8.49,0,0.13,N,4
20373,30,36000,RENT,6.0,DEBTCONSOLIDATION,C,4500,13.49,0,0.13,Y,6
29011,28,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,10.75,0,0.24,N,6
21976,29,51000,MORTGAGE,12.0,PERSONAL,B,1800,11.49,0,0.04,N,8
3367,25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4
10558,25,33600,RENT,2.0,MEDICAL,C,10000,11.03,0,0.3,Y,4
5083,24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,0,0.23,Y,4
15754,23,84000,RENT,3.0,MEDICAL,A,15850,8.49,0,0.19,N,4
7305,22,33000,RENT,4.0,MEDICAL,A,6500,6.17,0,0.2,N,4
31880,44,200000,MORTGAGE,,VENTURE,A,20000,7.51,0,0.1,N,11
22476,31,55000,OWN,15.0,PERSONAL,A,8000,7.51,0,0.15,N,8
32350,60,29000,RENT,0.0,HOMEIMPROVEMENT,D,2500,15.33,1,0.09,Y,27
14118,22,100000,MORTGAGE,0.0,VENTURE,C,15000,13.85,0,0.15,N,3
11584,22,64000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.16,N,4
22603,30,56000,MORTGAGE,1.0,MEDICAL,B,14000,12.18,0,0.25,N,7
9835,25,59000,MORTGAGE,4.0,PERSONAL,D,3000,16.29,1,0.05,Y,3
15301,26,130000,MORTGAGE,7.0,VENTURE,D,6500,15.99,0,0.05,Y,3
28318,33,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.2,N,7
32172,49,120000,MORTGAGE,12.0,MEDICAL,B,12000,10.99,0,0.1,N,12
11099,23,48000,RENT,1.0,EDUCATION,C,10000,12.84,0,0.21,N,4
20299,32,82350,RENT,16.0,MEDICAL,B,4000,9.91,0,0.05,N,9
9062,25,54000,RENT,,HOMEIMPROVEMENT,B,8000,9.91,1,0.15,N,2
30736,36,57000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,1500,9.62,1,0.03,N,16
